stim,estimate,RT
4,29.9166666666667,1.64170217837091
2,58.8333333333333,1.58336025161771
1,69.75,1.7833945207567
3,59.5833333333333,1.54195617484584
1,70.0833333333333,1.66668244225548
4,30.75,1.87497038513357
2,59.8333333333333,1.69168209300551
3,39.75,5.03325104368196
1,59.9166666666667,2.04155004848144
2,66.9166666666667,1.89976761418075
4,40,2.20012464615502
2,64.3333333333333,1.73355915232605
1,60.4166666666667,1.94188130732437
3,25.9166666666667,2.47490156175627
4,39.5,2.21705166229367
2,67.4166666666667,2.20831274666489
1,60.3333333333333,2.65867110436011
3,34.9166666666667,2.69193070107212
4,39.5,1.9004404525258
1,63.9166666666667,1.62517972053683
3,22.5,2.95825180632892
2,59.1666666666667,2.43338544029029
4,37.9166666666667,2.4165907110073
2,83.8333333333333,7.7083382632045
4,39.5833333333333,3.8832950490214
3,70.1666666666667,3.26674105901839
1,54.1666666666667,7.34196381555375
3,69.5,8.95835187677585
4,37.6666666666667,2.97508473914058
2,87.25,1.75848695762761
1,57.6666666666667,5.25001275827162
4,42.6666666666667,2.35035376756423
1,61.3333333333333,2.55860749832937
3,67.3333333333333,2.6166637538845
2,83.0833333333333,1.90010089724092
3,70.25,5.77491020031448
4,42.5,1.79156523010897
2,83.8333333333333,1.54175574884721
1,54.6666666666667,2.87526318385426
3,42.4166666666667,8.57544793272064
1,60,2.5582650379547
2,79.6666666666667,3.82492720006485
4,25.9166666666667,1.93355377159787
3,49.5,2.03353615250307
4,25.75,1.81696411007215
2,78.8333333333333,2.73354567479691
1,61.25,1.97495836134476
4,24.9166666666667,1.85855772021387
3,44,2.16655519310007
2,78.6666666666667,2.10853419957675
1,65.9166666666667,2.43358427715248
4,25.9166666666667,4.54997009315412
2,79.4166666666667,2.0835053903611
3,42.9166666666667,1.79192503730519
1,61.4166666666667,2.19181493221186
1,69.1666666666667,3.99132644421115
2,59.25,1.76665389424852
4,39.25,1.95007181634537
3,59.6666666666667,1.99181795425648
3,59.25,1.69178556705265
2,60.75,1.53348939632633
4,27.75,1.76672830499228
1,72.6666666666667,2.7585625098709
3,58.9166666666667,1.48361994299194
2,61.6666666666667,1.46660953289938
1,71,1.69159854234749
4,28.1666666666667,1.30828399701386
3,58.75,2.30823952162791
2,60.0833333333333,1.44158899154172
4,39.4166666666667,1.75852601724728
1,73.1666666666667,1.56660673893202
1,79.75,5.45018387588516
2,89.6666666666667,2.20020618503804
3,69.9166666666667,4.03346658003375
4,60.25,1.89986853993196
2,90.0833333333333,2.43328879105502
1,80,2.29157021937681
3,69.6666666666667,2.2083743284802
4,70.25,4.53369081196524
2,79.5,4.15030068176202
4,70.0833333333333,3.70835337355766
3,59.75,2.05036080956143
1,80.0833333333333,1.66662342634936
2,70.25,4.76663343339442
4,69.75,2.00858125478044
3,60.3333333333333,1.63330167761978
1,79.5,1.73322529906363
3,53.5833333333333,6.24160855120499
2,87.9166666666667,4.99180420176071
1,52.75,2.53321269759999
4,60.1666666666667,3.88353881037074
1,58.5,3.07497471866918
4,60.1666666666667,4.03358546714844
2,89.4166666666667,3.16669741005717
3,79.75,2.36695263246565
1,73.9166666666667,2.64196475638528
4,59.75,1.85837237553824
3,78.75,2.67522264249328
2,90.25,2.40002149661541
3,79.75,3.65835578266069
1,60.0833333333333,2.21667162267295
4,56,1.83350216063809
2,89.75,2.91651016998003
2,59.6666666666667,7.48320940468329
3,45.1666666666667,4.60851414200806
1,74.3333333333333,2.58332347359101
4,49.8333333333333,2.48328010972909
4,53.75,8.58362653594486
2,64.1666666666667,4.6668999743124
1,84.75,1.99997776212149
3,40,2.90830496340823
3,35.5,1.9919059828153
2,64.5833333333333,4.08352204643234
1,64.8333333333333,2.3086138418239
4,54.5,2.90857124773538
4,45.8333333333333,3.62490488318144
2,64.0833333333333,2.86662234296455
1,65.5833333333333,1.67504359906889
3,30.5,2.54164969127851
2,79.9166666666667,19.5918584952838
1,59.9166666666667,3.33353575336469
4,35,12.6249937991047
3,54.5833333333333,7.51688012001523
3,49.8333333333333,13.6836203421299
4,29.9166666666667,7.64994135521056
1,59.5833333333333,11.8586041912922
2,79.9166666666667,7.54984693054257
3,50.1666666666667,16.1666937510372
4,30,1.96671387900051
2,82.6666666666667,4.30862497498265
1,59.5833333333333,4.03355553921028
2,81.25,2.08306804905305
4,32.25,1.76657207093922
3,54.8333333333333,3.05847800663605
1,55.75,1.78332988363991
1,80,5.2668677182246
3,39.5833333333333,2.82499505353917
4,59.75,1.84202513543642
