stim,estimate,RT
2,49.9166666666667,2.06493129034061
4,30.1666666666667,8.34256147732958
3,40,2.48145515756914
2,50,2.26458514377009
1,60.25,3.96306238329271
4,29.75,2.23151997802779
3,39.4166666666667,6.1776776307961
1,60.0833333333333,2.56454783788649
2,50.4166666666667,3.36405852111056
2,59.8333333333333,19.6327243433916
4,39.25,4.89534755237401
3,75.4166666666667,2.64775393111631
1,59.6666666666667,3.29693956399569
4,39.9166666666667,3.7798278821283
3,40.8333333333333,9.94130058772862
1,65.3333333333333,3.06437735370127
2,50.9166666666667,2.24785800848622
4,40.25,3.08046303119045
2,70,2.44773832312785
3,49.4166666666667,2.5313094528974
1,70.25,1.73210874077631
3,55.1666666666667,3.19720252894331
4,40.25,6.09446606744314
2,70,3.43021839106223
1,69.5,1.89834369672462
3,55.25,9.07493971061194
4,22.9166666666667,3.38048370805336
2,57.9166666666667,6.19428223639261
1,74,2.53097942483146
4,27.8333333333333,3.0969013464055
1,76.9166666666667,1.73167660459876
2,48.5833333333333,2.26446370803751
3,55.25,1.78167129860958
2,48.5,4.21295124961762
1,85,2.0645812053117
3,45.4166666666667,2.6813599052839
4,27.75,3.0805873843492
3,38.9166666666667,2.88094921177253
2,53.1666666666667,2.03124654700514
4,33.9166666666667,2.23110242863186
1,73.3333333333333,2.63078975898679
2,53.0833333333333,3.71664102175964
3,51.1666666666667,14.1004071538882
4,44.75,3.14195104859027
1,53.75,4.39190978010356
1,60.1666666666667,2.99164138526339
2,46,3.38337867877544
4,44.75,14.0167494459765
3,51.1666666666667,1.75018781081417
1,56.5,3.59169971709343
3,51.25,5.00042024006143
2,47.75,1.54167147776025
4,44.25,2.50866951825537
1,57,4.98355105132669
2,48.3333333333333,11.8417741999401
4,49.5,4.00019472453369
3,53.1666666666667,2.03338200021153
3,33,14.8083041032705
4,15.75,4.28349155058004
2,85.3333333333333,4.38332222861754
1,67.3333333333333,3.25857792930037
1,73.5,2.41685419237911
2,85.5,5.23337863601046
4,16.3333333333333,2.00021382635441
3,44.4166666666667,4.25026521595464
2,86.0833333333333,2.04170241130578
3,41.8333333333333,2.36667313847829
4,10.5,1.92498572352724
1,72.5,3.24189947367358
4,24.25,1.83363083706718
1,78.3333333333333,2.04168787111303
3,50.25,2.12516197346395
2,85,1.78321571458309
2,60.6666666666667,12.5999750821011
1,49.0833333333333,8.77500535278705
4,41.5,3.21703603031165
3,67.6666666666667,5.9420105778463
1,83,2.1250043121654
3,67.3333333333333,1.96690595261316
4,44.25,1.57521997742515
2,65.5833333333333,6.36674755004969
3,53,8.50842319029653
2,61.3333333333333,4.30858478599839
1,78.0833333333333,3.45008081210653
4,52.75,2.87526853026429
4,50.9166666666667,2.33322527974815
2,71.8333333333333,3.12476083522233
1,77.5,7.34195766295124
3,67.0833333333333,7.26693568873088
1,64.3333333333333,10.4998966505955
2,59.75,10.6253280452638
4,49.8333333333333,4.8251961001497
3,59.6666666666667,2.74175364410075
2,64.9166666666667,3.24164829898291
1,69.6666666666667,2.38376698743377
3,64.9166666666667,2.22496499662702
4,45.25,5.05024662731739
2,62.1666666666667,5.4250790943679
1,68.4166666666667,2.15023325604307
3,64,3.31671161296617
4,47.1666666666667,5.12516168836191
3,63.5,2.60837931312744
1,68.25,2.45022906504528
4,50.25,3.15003026355771
2,59.9166666666667,3.40862330325217
1,35.4166666666667,5.86688254575347
3,23.4166666666667,3.04144981110585
4,25.5,2.66669204072605
2,65.3333333333333,4.01698208904963
3,34.5,6.65830120948704
2,66.3333333333333,2.50026642763805
1,38.5833333333333,1.85832977668906
4,27.5,3.33323297749848
3,29.5833333333333,1.79184118460944
2,64.9166666666667,2.07500572341814
4,36.9166666666667,2.33331451661434
1,45.9166666666667,2.16652625402821
4,35.5,1.40847989704343
1,44.6666666666667,1.40849187131971
3,26.6666666666667,1.32501235203563
2,63.4166666666667,2.57501584453166
